DATE,DATA
28-Sep-2020,-1.157106132
29-Sep-2020,-1.163684434
30-Sep-2020,-1.125110684
01-Oct-2020,-1.138319291
02-Oct-2020,-1.112746399
05-Oct-2020,-1.018480874
06-Oct-2020,-1.040606184
07-Oct-2020,-0.995791139
08-Oct-2020,-1.014406959
09-Oct-2020,-1.015864317
13-Oct-2020,-1.062030055
14-Oct-2020,-1.076844681
15-Oct-2020,-1.062634496
16-Oct-2020,-1.052654312
19-Oct-2020,-1.025913913
20-Oct-2020,-0.974506396
21-Oct-2020,-0.948075413
22-Oct-2020,-0.898796071
23-Oct-2020,-0.925211374
26-Oct-2020,-0.969553973
27-Oct-2020,-0.997210284
28-Oct-2020,-0.996725355
29-Oct-2020,-0.920270735
30-Oct-2020,-0.865949658
02-Nov-2020,-0.890321164
03-Nov-2020,-0.856359634
04-Nov-2020,-0.998948524
05-Nov-2020,-1.006001822
06-Nov-2020,-0.948514251
09-Nov-2020,-0.803121947
10-Nov-2020,-0.776723521
12-Nov-2020,-0.907217711
13-Nov-2020,-0.889386915
16-Nov-2020,-0.868352291
17-Nov-2020,-0.918862076
18-Nov-2020,-0.90407439
19-Nov-2020,-0.936617771
20-Nov-2020,-0.967155131
23-Nov-2020,-0.932483367
24-Nov-2020,-0.891420746
25-Nov-2020,-0.881663136
27-Nov-2020,-0.935525288
30-Nov-2020,-0.918228363
01-Dec-2020,-0.827998047
02-Dec-2020,-0.780175638
03-Dec-2020,-0.815023171
04-Dec-2020,-0.741122045
07-Dec-2020,-0.781412742
08-Dec-2020,-0.813683423
09-Dec-2020,-0.78986279
10-Dec-2020,-0.817975117
11-Dec-2020,-0.819191871
14-Dec-2020,-0.811122926
15-Dec-2020,-0.785445853
16-Dec-2020,-0.779953185
17-Dec-2020,-0.766214625
18-Dec-2020,-0.743102461
21-Dec-2020,-0.745408749
22-Dec-2020,-0.772934981
23-Dec-2020,-0.717012176
24-Dec-2020,-0.754796413
28-Dec-2020,-0.752609113
29-Dec-2020,-0.744936994
30-Dec-2020,-0.754066286
31-Dec-2020,-0.763202337
04-Jan-2021,-0.756187401
05-Jan-2021,-0.718769407
06-Jan-2021,-0.615097361
07-Jan-2021,-0.560743039
08-Jan-2021,-0.511705957
11-Jan-2021,-0.48323769
12-Jan-2021,-0.482290018
13-Jan-2021,-0.549682247
14-Jan-2021,-0.470382967
15-Jan-2021,-0.513266641
19-Jan-2021,-0.509972891
20-Jan-2021,-0.515673894
21-Jan-2021,-0.473670652
22-Jan-2021,-0.503704839
25-Jan-2021,-0.57183017
26-Jan-2021,-0.572189301
27-Jan-2021,-0.595630509
28-Jan-2021,-0.557618485
29-Jan-2021,-0.4847207
01-Feb-2021,-0.502602332
02-Feb-2021,-0.469345464
03-Feb-2021,-0.430430398
04-Feb-2021,-0.417258525
05-Feb-2021,-0.358842931
08-Feb-2021,-0.378354275
09-Feb-2021,-0.389039569
10-Feb-2021,-0.423311599
11-Feb-2021,-0.405133972
12-Feb-2021,-0.3322314
16-Feb-2021,-0.224662464
17-Feb-2021,-0.213651754
18-Feb-2021,-0.210742775
19-Feb-2021,-0.129874268
22-Feb-2021,-0.097913856
23-Feb-2021,-0.087128297
24-Feb-2021,-0.077636421
25-Feb-2021,0.040447931
26-Feb-2021,-0.071351789
01-Mar-2021,-0.014701342
02-Mar-2021,-0.043903409
03-Mar-2021,0.008427507
04-Mar-2021,0.107768304
05-Mar-2021,0.107115666
08-Mar-2021,0.113279054
09-Mar-2021,0.047919942
10-Mar-2021,0.031845815
11-Mar-2021,0.06739217
12-Mar-2021,0.207110462
15-Mar-2021,0.177830119
16-Mar-2021,0.192434469
17-Mar-2021,0.254935038
18-Mar-2021,0.339934829
19-Mar-2021,0.362861513
22-Mar-2021,0.290678647
23-Mar-2021,0.225176538
24-Mar-2021,0.201676244
25-Mar-2021,0.234125081
26-Mar-2021,0.278434099
29-Mar-2021,0.336852565
30-Mar-2021,0.323056993
31-Mar-2021,0.328666301
01-Apr-2021,0.239169517
02-Apr-2021,0.225198782
05-Apr-2021,0.26944619
06-Apr-2021,0.230566046
07-Apr-2021,0.256506506
08-Apr-2021,0.201879819
09-Apr-2021,0.217518803
12-Apr-2021,0.214565112
13-Apr-2021,0.177226203
14-Apr-2021,0.183207676
15-Apr-2021,0.081175421
16-Apr-2021,0.110682372
19-Apr-2021,0.156312331
20-Apr-2021,0.121643944
21-Apr-2021,0.11247025
22-Apr-2021,0.098302477
23-Apr-2021,0.103699045
26-Apr-2021,0.084188897
27-Apr-2021,0.146840715
28-Apr-2021,0.161894762
29-Apr-2021,0.197083198
30-Apr-2021,0.197723119
03-May-2021,0.182027332
04-May-2021,0.155787598
05-May-2021,0.139273019
06-May-2021,0.126092425
07-May-2021,0.188075113
10-May-2021,0.216793463
11-May-2021,0.23148249
12-May-2021,0.297270479
13-May-2021,0.270307962
14-May-2021,0.232964468
17-May-2021,0.234291268
18-May-2021,0.242288373
19-May-2021,0.272060896
20-May-2021,0.22761058
21-May-2021,0.210332782
24-May-2021,0.192681726
25-May-2021,0.137047236
26-May-2021,0.158815331
27-May-2021,0.201988623
28-May-2021,0.170252058
01-Jun-2021,0.216130423
02-Jun-2021,0.187561892
03-Jun-2021,0.197887971
04-Jun-2021,0.119092229
07-Jun-2021,0.119620612
08-Jun-2021,0.077203969
09-Jun-2021,0.030302295
10-Jun-2021,-0.019377156
11-Jun-2021,-0.024739609
14-Jun-2021,0.009713069
15-Jun-2021,0.014173532
16-Jun-2021,0.022612375
17-Jun-2021,-0.107856491
18-Jun-2021,-0.260735189
21-Jun-2021,-0.173580977
22-Jun-2021,-0.162936289
23-Jun-2021,-0.162841497
24-Jun-2021,-0.176885251
25-Jun-2021,-0.115106809
28-Jun-2021,-0.189326589
29-Jun-2021,-0.187874764
30-Jun-2021,-0.233864301
01-Jul-2021,-0.22297966
02-Jul-2021,-0.25365494
06-Jul-2021,-0.31870522
07-Jul-2021,-0.385218432
08-Jul-2021,-0.379987996
09-Jul-2021,-0.314710416
12-Jul-2021,-0.314391001
13-Jul-2021,-0.293329956
14-Jul-2021,-0.350330964
15-Jul-2021,-0.441092196
16-Jul-2021,-0.431521863
19-Jul-2021,-0.553962827
20-Jul-2021,-0.479345002
21-Jul-2021,-0.402908195
22-Jul-2021,-0.433503947
23-Jul-2021,-0.392836265
26-Jul-2021,-0.406488223
27-Jul-2021,-0.455954994
28-Jul-2021,-0.460285165
29-Jul-2021,-0.419706908
30-Jul-2021,-0.451163354
02-Aug-2021,-0.496139145
03-Aug-2021,-0.507345804
04-Aug-2021,-0.542738811
05-Aug-2021,-0.52670467
06-Aug-2021,-0.440836459
09-Aug-2021,-0.427377571
10-Aug-2021,-0.426031453
11-Aug-2021,-0.409357817
12-Aug-2021,-0.40411124
13-Aug-2021,-0.499427643
16-Aug-2021,-0.510795459
17-Aug-2021,-0.518540563
18-Aug-2021,-0.527903423
19-Aug-2021,-0.57529523
20-Aug-2021,-0.565469831
